id,product_name,barcode,unit,category,brand,inventory,stock,expiry,purchase_price,sale_price,price_per_unit,tax,unit_name,unit_conversion
,JOGEL ORAL GEL 20GM,,NOS,DENTAL,,7,10,180,0,0,0,0,,
,JOCERINE INFANT SUPP 21S,,PACK,SUPPOSITORY,,0,10,180,0,0,0,0,STRIPS,3
,JOCERINE ADULT SUPP 21S,,PACK,SUPPOSITORY,,0,10,180,0,0,0,0,STRIPS,3
,JERGENS MOISTURIZER 400ML,,NOS,,,0,10,180,0,0,0,0,,
,JERGENS MOISTURIZER 200ML,,NOS,,,0,10,180,0,0,0,0,,
,JARDIANCE 10MG TAB 30S,,PACK,,,0,10,180,0,0,0,0,STRIPS,3
,JAPLO NIPPLE 3S,,NOS,,,0,10,180,0,0,0,0,,
,JAPLO KOMFORTER SILICONE NIPPLE 3S,,NOS,,,0,10,180,0,0,0,0,,
,JAPLO HYGIENIC BREAST PADS 24S,,NOS,,,0,10,180,0,0,0,0,,
,JAPLO FEEDING BOTTLE 50ML,,NOS,,,0,10,180,0,0,0,0,,
,JAPLO BREAST PAD 24S,,NOS,,,0,10,180,0,0,0,0,,
,JAPLO BABY TEETHER,,NOS,,,0,10,180,0,0,0,0,,
,JAPLO BABY SAFTEY SCISSOR & NAIL CLIPPER,,NOS,,,0,10,180,0,0,0,0,,
,JAPLO BABY FEEDING BOTTLE 240ML,,NOS,,,0,10,180,0,0,0,0,,
,JAPLO BABY FEEDING BOTTLE 120ML,,NOS,,,0,10,180,0,0,0,0,,
,JANUVIA 100MG TAB 28S,,PACK,TABLETS,,3,10,180,0,0,0,0,STRIPS,2
,JANUMET XR 50/500MG TAB 56S,,NOS,,,0,10,180,0,0,0,0,,
,JANUMET XR 50/1000 MG TAB 56S,,NOS,,,0,10,180,0,0,0,0,,
,JANUMET XR 100/1000 MG TAB 56S,,NOS,,,0,10,180,0,0,0,0,,
,JANUMET 50MG/500MG TAB 56S,,PACK,TABLETS,,1,10,180,0,0,0,0,STRIPS,8
,JANUMET 50MG/1000MG TAB 56S,,PACK,,,0,10,180,0,0,0,0,STRIPS,8
,JAMIESON ZINC 10MG CAPS 100S,,NOS,,,0,10,180,0,0,0,0,,
,JAMIESON PRENATAL TAB 100S,,NOS,,,0,10,180,0,0,0,0,,
,JAMIESON METHYLCOBALAMIN B12 1000MCG 100S,,NOS,,,0,10,180,0,0,0,0,,
,JAMIESON MELATONINE 10MG CAPS 60S,,,,,0,10,180,3.677,5.5,0,5,,
,JAMIESON KOREAN RED GINSENG 30S,,NOS,,,0,10,180,0,0,0,0,,
,JAMIESON HAIR SKIN AND NAILS 500MCG 60S,,NOS,HEALTH AND WELLNESS,,3,10,180,0,0,0,5,,
,JAMIESON EVENING PRIMROSE OIL 1000MG CAPS 85S,,NOS,CAPSULES,,1,10,180,5.014,7.5,0,5,,
,JAMIESON COLLAGEN ANTI WRINKLE CAPS 60S,,NOS,HEALTH AND WELLNESS,,26,10,180,0,0,0,5,,
,JAMIESON CODLIVER OIL CAPS 100S,,NOS,,,0,10,180,0,0,0,0,,
,JAMIESON APPLE CIDER VINEGAR 1000MG CAP 120S,,,,,0,0,0,0,0,0,5,,
,JAGUAR PLAY HONEY LUBE 110ML,,NOS,,,0,10,180,0,0,0,0,,
,JAGUAR PLAY CHERRY LUBE 110ML,,NOS,,,0,10,180,0,0,0,0,,
,JAGUAR DELAY CONDOMS 12S,,NOS,,,0,10,180,0,0,0,0,,
,IVYLIN COUGH SYRUP 100ML,,NOS,SYRUP,,420,10,180,0,0,0,0,,
,IVY-CALM SYRUP 120ML,,NOS,,,0,10,180,0,0,0,0,,
,IVY SYRUP 100ML,,NOS,,,0,10,180,0,0,0,0,,
,IVY DEEF SYRUP 100ML,,NOS,,,0,10,180,0,0,0,0,,
,IVORY SILICONE TEETHER C02,,NOS,,,0,10,180,0,0,0,0,,
,IVORY SILICONE TEAT NIPPLE B05,,NOS,,,0,10,180,0,0,0,0,,
,IVORY SILICONE RUBBER TEETHER,,NOS,,,0,10,180,0,0,0,0,,
,IVORY SILICONE RUBBER NIPPLE 2S,,NOS,,,0,10,180,0,0,0,0,,
,IVORY SILICONE PACIFIER,,NOS,,,0,10,180,0,0,0,0,,
,IVORY SILICONE BRA,,NOS,,,0,10,180,0,0,0,0,,
,IVORY PLASTIC FEEDING BOTTLE A03 120ML,,NOS,,,0,10,180,0,0,0,0,,
,IVORY NASAL ASPIRATOR D02,,NOS,,,0,10,180,0,0,0,0,,
,IVORY GLASS FEEDING BOTTLE A23 120 ML,,NOS,,,0,10,180,0,0,0,0,,
,IVORY FEEDING BOTTLE PLASTIC A01 240ML,,NOS,,,0,10,180,0,0,0,0,,
,IVORY BREAST PUMP WITH PC FEEDING BOTTLE,,NOS,,,0,10,180,0,0,0,0,,
,IVORY BREAST PADS DT8051 24S,,NOS,,,0,10,180,0,0,0,0,,
,IVORY BREAST FEED PUMP,,NOS,,,0,10,180,0,0,0,0,,
,IVARIN 10MG TAB 30S,,PACK,,,0,10,180,0,0,0,0,STRIPS,3
,IV SET,,NOS,,,0,10,180,0,0,0,0,,
,ITRAZOL 100MG TAB 4S,,NOS,,,0,10,180,0,0,0,0,,
,ITRAZOL 100MG CAPS 15S,,PACK,,,5,10,180,0,0,0,0,STRIPS,3
,ITAMI 140MG DICLOFENAC SODIUM PLASTER 10S,,PACK,SURGICALS,,20,10,180,0,0,0,0,STRIPS,10
,ITALO LICE COMB,,NOS,,,0,10,180,0,0,0,0,,
,ISOREM 10MG TAB 50S,,PACK,,,0,10,180,0,0,0,0,STRIPS,5
,ISOPTO CARPINE 2% 15ML,,NOS,,,0,10,180,0,0,0,0,,
,ISLAMOOS LOZENGES 30S,,PACK,,,0,10,180,0,0,0,0,STRIPS,3
,ISISPHARMA VITISKIN HYDROGEL 50ML,,NOS,,,0,10,180,0,0,0,5,,
,ISISPHARMA UVEBLOCK SPF50 INVISIBLE FLUID 40ML,,NOS,,,0,10,180,0,0,0,5,,
,ISISPHARMA UVE SPF50 INVISIBLE ULTRA FLUID 40ML,,NOS,,,0,10,180,0,0,0,0,,
,ISISPHARMA URELIA MOISTURISING CREAM 150ML,,NOS,,,0,10,180,0,0,0,0,,
,ISISPHARMA TEENDERM ALFA PURE GEL 30ML,,,,,0,0,0,0,0,0,5,,
,ISISPHARMA TEEN DERM SENSITIVE GEL 250ML,,NOS,,,0,10,180,0,0,0,5,,
,ISISPHARMA TEEN DERM K CONCENTRATE 30ML,,NOS,COSMETICS,,1,10,180,2.919,4.37,1.919,5,,
,ISISPHARMA TEEN DERM HYDRA 40ML,,NOS,,,0,10,180,0,0,0,5,,
,ISISPHARMA TEEN DERM GEL 150ML,,NOS,COSMETICS,,3,10,180,0,0,0,5,,
,ISISPHARMA TEEN DERM AZ INTENSIVE CREAM 30ML,,NOS,,,0,10,180,0,0,0,0,,
,ISISPHARMA TEEN DERM ALFA PURE GEL 30ML,,NOS,COSMETICS,,2,10,180,0,0,0,5,,
,ISISPHARMA SENSYLIA 24HR MOISTURISING FLUID 40ML,,NOS,,,0,10,180,0,0,0,0,,
,ISISPHARMA SECALIA FACE CREAM 40ML,,NOS,,,0,10,180,0,0,0,5,,
,ISISPHARMA SECALIA ATO BALM 400ML,,NOS,,,0,10,180,0,0,0,5,,
,ISISPHARMA NEOTONE SERUM 30ML,,NOS,,,0,10,180,0,0,0,5,,
,ISISPHARMA NEOTONE SENSITIVE INTENSIVE BALM 30ML,,NOS,,,0,10,180,0,0,0,0,,
,ISISPHARMA NEOTONE RADIANCE SPF50+ 30ML,,NOS,,,0,10,180,0,0,0,0,,
,ISISPHARMA NEOTONE INTENSIVE BODY LOTION 100ML,,NOS,,,0,10,180,0,0,0,5,,
,ISISPHARMA NEOTONE GEL 150ML,,NOS,COSMETICS,,3,10,180,0,0,0,5,,
,ISISPHARMA NEOTONE EYES 15ML,,NOS,,,0,10,180,0,0,0,5,,
,ISISPHARMA NEOTONE BODY LOTON 100ML,,NOS,,,0,10,180,0,0,0,0,,
,ISISPHARMA METRORUBORIL ANTI REDNESS CREAM 30ML,,NOS,,,0,10,180,0,0,0,5,,
,ISISPHARMA KELOPLAST CRACKS CREAM 40ML,,NOS,,,0,10,180,0,0,0,0,,
,ISISPHARMA ILCAPIL KR SHAMPOO 150ML,,NOS,,,0,10,180,0,0,0,0,,
,ISISPHARMA GLYCO A 10% CREAM 30ML,,NOS,,,0,10,180,0,0,0,5,,
,ISIS GLYCO A 10% CREAM 30ML,,,,,0,10,180,4.675,6.28,0,0,,
,ISILAX CONCENTRATED FLUID 200ML,,NOS,,,0,10,180,0,0,0,0,,
,ISDIN SPF50 FOTOPROTECTOR FUSION WATER 20ML,,NOS,,,0,10,180,0,0,0,0,,
,ISDIN REJUVENATE FLAVO C FORTE 3.5 ML,,NOS,,,0,10,180,0,0,0,0,,
,ISDIN LAMBDAPIL ANTI HAIR LOSS LOTION SPRAY 125ML,,NOS,SPRAY,,2,3,180,0,0,0,5,,
,ISDIN FUSION FLUID 50ML,,NOS,,,0,10,180,0,0,0,0,,
,ISDIN FOTOPROTECTOR SPF50 FUSION WATER MAGIC 50ML,,NOS,COSMETICS,,1,10,180,0,0,0,5,,
,ISDIN FOTOPROTECTOR SPF50 FUSION WATER COLOR LIGHT 50ML,,NOS,COSMETICS,,0,10,180,0,0,0,5,,
,ISDIN CICAPOST CREAM 50GM,,NOS,,,0,10,180,0,0,0,5,,
,ISDIN BEXIDENT WHITENING TOOTHPASTE 125ML,,NOS,DENTAL,,3,10,180,0,0,0,5,,
,ISDIN BEXIDENT SENSITIVE TEETH TOOTHPASTE 75ML,,NOS,DENTAL,,0,10,180,0,0,0,5,,
,ISDIN BEXIDENT SENSITIVE TEETH MW 250ML,,,,,0,10,180,2.577,4.13,0,0,,
,ISDIN BEXIDENT SENSITIVE TEETH MOUTH WASH 250ML,,NOS,DENTAL,,8,10,180,0,0,0,5,,
,ISDIN BEXIDENT GUMS INTNSVE CARE MOUTH SPRAY 40ML,,NOS,,,0,10,180,0,0,0,0,,
,ISDIN BEXIDENT GUMS INTENSIVE CARE TOOTHPASTE 75ML,,NOS,,,12,10,180,0,0,0,5,,
,ISDIN BEXIDENT GUMS INTENSIVE CARE MOUTHWASH 500ML,,,,,0,10,180,2.035,3.26,0,0,,
,ISDIN BEXIDENT GUMS INTENSIVE CARE MOUTHWASH 250ML,,NOS,,,0,10,180,0,0,0,0,,
,ISDIN BEXIDENT GUMS DAILY USE TOOTHPASTE 75ML,,NOS,DENTAL,,25,10,180,0,0,0,5,,
,ISDIN BEXIDENT ANTICARIES TOOTHPASTE 125ML,,NOS,,,0,10,180,0,0,0,0,,
,ISDIN BEXIDENT ANTICARIES MOUTHWASH 500ML,,NOS,,,0,10,180,0,0,0,0,,
,ISDIN ACNIBEN REPAIR HYDRATING GEL 40ML,,,,,0,10,180,6.488,8.65,0,5,,
,ISDIN ACNIBEN PURIFYING CLEANSER FOAM 150ML,,,,,0,0,0,0,0,0,5,,
,ISAPGEL ORANGE SACHETS 30S,,PACK,,,0,10,180,0,0,0,0,STRIPS,30
,ISAPGEL ORANGE SACHETS 10S,,NOS,,,0,10,180,0,0,0,0,,
,IRONORM SYRUP 150ML,,NOS,,,0,10,180,0,0,0,0,,
,IRONORM DROPS 15ML,,NOS,,,0,10,180,0,0,0,0,,
,IRONIC CAPS 30S,,PACK,,,0,10,180,0,0,0,0,STRIPS,3
,IRIS SYRUP 100ML,,NOS,,,0,10,180,0,0,0,0,,
,INVIGRA CONDOMS 12S,,NOS,,,0,10,180,0,0,0,0,,
,INTROVIT INJ 100ML,,NOS,,,0,10,180,0,0,0,0,,
,INFRARED THERMOMETER WITH STAND,,NOS,,,0,10,180,0,0,0,0,,
,INFRARED FOREHEAD THERMOMETER,,NOS,,,0,10,180,0,0,0,0,,
,INFLA-BAN GEL 30GM,,NOS,,,0,10,180,0,0,0,0,,
,INFATRINI POWDER FOR INFANTS 400GM,,NOS,,,0,10,180,0,0,0,0,,
,INFATRINI LIQUID FOR INFANTS 125ML,,NOS,,,0,10,180,0,0,0,0,,
,INFASOOTHE INFANT COLIC DROPS 50ML,,NOS,,,0,10,180,0,0,0,0,,
,INFAJOY SKIN OINTMENT 50GM,,NOS,,,0,10,180,0,0,0,0,,
,INDYLON 25MG CAPS 10S(BULK),,NOS,,,0,10,180,0,0,0,0,,
,INDOREM 25 CAPS 30S,,PACK,,,0,10,180,0,0,0,0,STRIPS,3
,INDICARDIN 40MG TAB 50S,,PACK,,,0,10,180,0,0,0,0,STRIPS,5
,INDICARDIN 10MG TAB 50S,,PACK,TABLETS,,1,10,180,0,0,0,0,STRIPS,5
,IMUNITE Z EFFERVESCENT TAB 20S,,NOS,,,0,10,180,0,0,0,0,,
,IMUNITE VIT C EFFERVESCENT TAB 20S,,NOS,,,0,10,180,0,0,0,0,,
,IMUNITE GLOW EFFERVESCENT TAB 20S,,NOS,,,0,10,180,0,0,0,0,,
,IMODIUM INSTANTS 2MG TAB 6S,,NOS,,,0,10,180,0,0,0,0,,
,IMODIUM INSTANTS 2MG TAB 12S,,PACK,,,0,10,180,0,0,0,0,STRIPS,2
,IMODIUM 2MG CAPS 6S,,PACK,,,47,10,180,0,0,0,0,,
,IMMUNE BOOST VIT C 1000MG EFF TAB 20S,,NOS,,,0,10,180,0,0,0,0,,
,IMMUACTIV CZ TAB 30S,,PACK,HEALTH AND WELLNESS,,6,10,180,0,0,0,0,STRIPS,3
,IMIGRAN 50MG TAB 2S,,PACK,,,0,10,180,0,0,0,0,,
,IMDUR 60MG TAB 30S,,NOS,,,0,10,180,0,0,0,0,,
,IKON PERSONAL SCALE,,NOS,,,0,10,180,0,0,0,0,,
,ICHTHAMMOL OINTMENT 40GM,,NOS,,,0,10,180,0,0,0,0,,
,ICE ROLLER,,NOS,,,0,10,180,0,0,0,0,,
,ICE BAG SPECTRUM 6 INCH,,NOS,,,0,10,180,0,0,0,0,,
,ICE BAG 9 INCH,,NOS,,,0,10,180,0,0,0,0,,
,ICE BAG 6 INCH,,NOS,,,0,10,180,0,0,0,0,,
,IBUTOP GEL 20GM,,NOS,,,0,10,180,0,0,0,0,,
,IBUGESIC SUSP 100ML,,NOS,,,0,10,180,0,0,0,0,,
,HYPROMELLOSE 0.3% EYE DROPS 10ML,,NOS,DROPS,,3,10,180,0,0,0,0,,
,HYPOTEN 50MG TAB 14S (BULK),,NOS,,,0,10,180,0,0,0,0,,
,HYPOSEC 20MG CAPS 14S,,NOS,CAPSULES,,8,10,180,0,0,0,0,,
,HYOPAN SYRUP 100ML,,NOS,,,0,10,180,0,0,0,0,,
,HYLO-COMOD EYE DROPS 10ML,,NOS,DROPS,,14,10,180,0,0,0,0,,
,HYLO-CARE EYE DROPS 10ML,,NOS,,,0,10,180,0,0,0,0,,
,HYLO DUAL EYE DROPS 10ML,,NOS,,,0,10,180,0,0,0,0,,
,HYGIENEX HAND SANITIZER 80ML,,NOS,,,0,10,180,0,0,0,0,,
,HYGIENEX HAND SANITIZER 500ML,,NOS,,,0,10,180,0,0,0,0,,
,HYGIENEX HAND SANITIZER 250ML,,NOS,,,0,10,180,0,0,0,0,,
,HYFRESH EYE DROPS 10ML,,NOS,DROPS,,24,10,180,0,0,0,0,,
,HYDROGEN PEROXIDE CARE 200ML,,NOS,,,0,10,180,0,0,0,0,,
,HYDRO BOOST TAB 20S,,NOS,,,0,10,180,0,0,0,0,,
,HYCOM 10MG TAB 20S,,PACK,,,0,10,180,0,0,0,0,STRIPS,2
,HYCOM 10MG TAB 10S (BULK),,NOS,,,0,10,180,0,0,0,0,,
,HYALURONIC ACID 120MG 30S,,NOS,,,0,10,180,0,0,0,0,,
,HUSHIES WATER FILLED TEETHER,,NOS,,,0,10,180,0,0,0,0,,
,HUSHIES FEEDING CUP WITH HANDLE,,NOS,,,0,10,180,0,0,0,0,,
,HOVID OMEGA 3+6 CAPS 60S,,NOS,,,0,10,180,0,0,0,0,,
,HOT WATER BAG WITH COVER ORTHOTEC,,NOS,SURGICALS,,3,10,180,0,0,0,0,,
,HOT WATER BAG WITH COVER HUNKAR,,NOS,,,0,10,180,0,0,0,0,,
,HOT WATER BAG WITH COVER DADA 2L,,NOS,SURGICALS,,13,10,180,0,0,0,5,,
,HOT WATER BAG PRIME 2L,,NOS,,,0,10,180,0,0,0,0,,
,HOT WATER BAG MELIA 1000ML,,NOS,,,0,10,180,0,0,0,0,,
,HOT WATER BAG KWICK RELEEF,,NOS,,,0,10,180,0,0,0,0,,
,HOT WATER BAG ELECTRIC,,NOS,,,0,10,180,0,0,0,0,,
,HOT WATER BAG,,NOS,,,0,10,180,0,0,0,0,,
,HOT & COLD PACK MEDICARE 450GM,,NOS,,,0,10,180,0,0,0,0,,
,HOT & COLD PACK MEDICARE 250GM,,NOS,,,0,10,180,0,0,0,0,,
,HOSPITAL CARE 60X90 UNDERPADS 100S,,NOS,SURGICALS,,0,10,180,0,0,0,0,,
,HONEYLIPS LIP BALM 10GM,,NOS,,,0,10,180,0,0,0,0,,
,HISTOP SYRUP 100ML,,NOS,SYRUP,,38,10,180,0,0,0,0,,
,HISTOP 4MG TAB 20S,,PACK,,,0,10,180,0,0,0,0,STRIPS,2
,HISTAZIN SYRUP 125ML,,NOS,,,0,10,180,0,0,0,0,,
,HISTAN SYRUP 100ML,,NOS,,,0,10,180,0,0,0,0,,
,HISTAN 4MG TAB 20S,,PACK,,,0,10,180,0,0,0,0,STRIPS,2
,HISTALOC SYRUP 100ML,,NOS,,,0,10,180,0,0,0,0,,
,HISTALOC 10MG TAB 20S,,PACK,,,0,10,180,0,0,0,0,,
,HISTACARE 5MG TAB 30S,,PACK,TABLETS,,103.6666667,10,180,0,0,0,0,STRIPS,3
,HISTAC 150MG TAB 20S,,PACK,,,0,10,180,0,0,0,0,STRIPS,2
,HISDINE SYRUP 200ML,,NOS,,,0,10,180,0,0,0,0,,
,HIRUDOID GEL 40GM,,NOS,,,0,10,180,0,0,0,0,,
,HIRUDOID CREAM 40GM,,NOS,MEDICAL OINTMENTS & CREAM,,1,10,180,0,0,0,0,,
,HIQUIN 4% CREAM 30GM,,NOS,,,0,10,180,0,0,0,0,,
,HIMCOLIN GEL 30GM,,NOS,,,0,10,180,0,0,0,0,,
,HIMALAYA VOLUME & THICKNESS SHAMPOO 400ML,,NOS,,,0,10,180,0,0,0,0,,
,HIMALAYA SOFTNESS & SHINE SHAMPOO 400ML,,NOS,,,0,10,180,0,0,0,0,,
,HIMALAYA SMOOTH & SILKY MOIST SHAMPOO 400ML,,NOS,,,0,10,180,0,0,0,0,,
,HIMALAYA RUMALAYA GEL 30GM,,NOS,,,0,10,180,0,0,0,0,,
,HIMALAYA REPAIR & REGENERATE SHAMPOO 400ML,,NOS,,,0,10,180,0,0,0,0,,
,HIMALAYA PURIFYING NEEM FACE WASH 50ML,,NOS,,,0,10,180,0,0,0,0,,
,HIMALAYA NOURISHING LIP BALM 4.5GM,,NOS,,,0,10,180,0,0,0,0,,
,HIMALAYA MOISTURIZING SOAP 125GM,,NOS,,,0,10,180,0,0,0,0,,
,HIMALAYA CLEAR COMPLEXION FACE WASH 50ML,,NOS,,,0,10,180,0,0,0,0,,
,HIMALAYA BABY WIPES 56S,,NOS,,,0,10,180,0,0,0,0,,
,HIMALAYA ASHVAGANDHA STRESS WELLNESS TAB 60S,,NOS,,,2,10,180,0,0,0,0,,
,HIMALAYA ANTI HAIR FALL SHAMPOO 400ML,,NOS,,,0,10,180,0,0,0,0,,
,HIMALAYA ANTI DANDRUFF SOOTHING SHAMPOO 400ML,,NOS,,,0,10,180,0,0,0,0,,
,HIMALAYA ANTI DANDRUFF GENTLE CLEAN SHAMPOO 400ML,,NOS,,,0,10,180,0,0,0,0,,
,HIGEEN WINTER FRESH MOUTH WASH 400ML,,NOS,,,0,10,180,0,0,0,0,,
,HIGEEN SOFT MINT MOUTH WASH 400ML,,NOS,,,0,10,180,0,0,0,0,,
,HIGEEN SMOKERS MOUTH WASH 400ML,,NOS,,,0,10,180,0,0,0,0,,
,HIGEEN SEAFRESH NASAL WASH 30ML,,NOS,DROPS,,147,10,180,0,0,0,0,,
,HIGEEN HAND SANITIZER GEL KIDS 50ML,,NOS,,,0,10,180,0,0,0,0,,
,HIGEEN HAND SANITIZER GEL 50ML,,NOS,,,0,10,180,0,0,0,0,,
,HIGEEN ANTISEPTIC GEL 30GM,,NOS,,,0,10,180,0,0,0,0,,
,HI DEE VITAMIN D3 50000 I.U. 8S,,NOS,CAPSULES,,14,10,180,0,0,0,0,,
,HI DEE VITAMIN D3 5000 I.U. 30S,,NOS,,,14,10,180,0,0,0,0,,
,HI DEE VITAMIN D3 2000 I.U. 30S,,NOS,,,14,10,180,0,0,0,0,,
,HI DEE VITAMIN D3 2000 I.U. / 5 DROPS 10ML,,NOS,,,0,10,180,0,0,0,0,,
,HI DEE VITAMIN D3 10000 I.U. 30S,,NOS,,,13,10,180,0,0,0,0,,
,HEXIGEL ANTISEPTIC MOUTH GEL 15GM,,NOS,DENTAL,,8,10,180,0,0,0,5,,
,HEXIDINE MOUTH WASH 500ML,,NOS,,,0,10,180,0,0,0,5,,
,HEXIDINE MOUTH WASH 160ML,,NOS,,,0,10,180,0,0,0,5,,
,HERPASO SPF15 PROTECTIVE LIPSTICK,,NOS,,,0,10,180,0,0,0,0,,
,HERMESETAS MINI SWEETENERS 300S,,NOS,,,0,10,180,0,0,0,0,,
,HERMESETAS GOLD SWEETENER TAB 300S,,NOS,,,0,10,180,0,0,0,0,,
,HERMESETAS GOLD SWEETENER TAB 100S,,NOS,,,0,10,180,0,0,0,0,,
,HERBOLENE ALOE PETROLEUM JELLY 225 ML,,NOS,,,0,10,180,0,0,0,0,,
,HERBOLAX TAB 100S,,NOS,,,0,10,180,0,0,0,0,,
,HERBAL SLIMMING TEA HONEY LEMON 24S,,NOS,,,0,10,180,0,0,0,0,,
,HERBAL SLIMMING TEA GREEN TEA 24S,,NOS,,,0,10,180,0,0,0,0,,
,HERBAL SLIMMING TEA ALL NATURAL 24S,,NOS,,,0,10,180,0,0,0,0,,
,HENNA SPEEDY HAIR DYE SHAMPOO NATURAL BROWN 30ML,,NOS,,,0,10,180,0,0,0,0,,
,HENERYHAWK SILICONE NIPPLE SMALL 2S,,NOS,BABY AND MOTHER CARE,,21,0,0,0,0,0,5,,
,HENERYHAWK SILICONE NIPPLE MEDIUM 2S,,,,,0,10,180,0,0,0,0,,
,HENERYHAWK SILICONE NIPPLE LARGE 2S,,NOS,BABY AND MOTHER CARE,,14,10,180,0,0,0,5,,
,HENERYHAWK PLASTIC FB WITH SPOON 250ML,,NOS,BABY AND MOTHER CARE,,0,10,180,0,0,0,5,,
,HENERYHAWK ORTHODONTIC PACIFIER,,NOS,BABY AND MOTHER CARE,,19,10,180,0,0,0,5,,
,HENERYHAWK NARROW NIPPLE 2S,,,,,0,10,180,0.395,0.9,0,5,,
,HENERYHAWK GLASS FEEDING BOTTLE 60ML,,NOS,BABY AND MOTHER CARE,,65,10,180,0,0,0,5,,
,HENERYHAWK GLASS FEEDING BOTTLE 250ML,,NOS,,,100,10,180,0,0,0,5,,
,HENERYHAWK GLASS FEEDING BOTTLE 125ML,,NOS,BABY AND MOTHER CARE,,90,10,180,0,0,0,5,,
,HEMAMAX SYRUP 100ML,,NOS,,,0,10,180,0,0,0,0,,
,HEMAGEL PROCTO SUPP 5S 5S,,NOS,,,0,10,180,0,0,0,0,,
,HEDRIN ONCE SPRAY GEL 100ML,,NOS,COSMETICS,,3,10,180,0,0,0,5,,
,HEDRALIX SYRUP DRIED IVY 100ML,,NOS,SYRUP,,5,10,180,0,0,0,0,,
,HEARING AID SPECTRUM,,NOS,,,0,10,180,0,0,0,0,,
,HEALTH AID VITAMIN D3 10000IU CAPS 30S,,NOS,,,0,10,180,0,0,0,0,,
,HEALTH AID OMEGA-3 CAPS 750MG 30S,,NOS,,,0,10,180,0,0,0,0,,
,HEALTH AID KIDS OMEGA CHEWABLE CAPS 60S,,NOS,,,0,10,180,0,0,0,0,,
,HEALGEN CASSETTE PREG TEST KIT,,NOS,,,0,10,180,0,0,0,0,,
,HCG PREGNANCY TEST,,,,,0,0,0,0,0,0,0,,
,HATCH FEEDING BOTTLE PLASTIC WITH HANDLE 250ML,,NOS,,,0,10,180,0,0,0,0,,
,HATCH FEEDING BOTTLE PLASTIC WITH HANDLE 125ML,,NOS,,,0,10,180,0,0,0,0,,
,HARRAR HOT GEL 50GM,,NOS,,,0,10,180,0,0,0,0,,
,HARRAR HOT GEL 120ML,,NOS,,,0,10,180,0,0,0,0,,
,HAPPY BABY NAPPY RASH CREAM 60GM,,NOS,,,0,10,180,0,0,0,0,,
,HAPPY BABY KONFORT WET WIPES WITH TUB 120S,,NOS,,,0,10,180,0,0,0,5,,
,HANDYNEB COMPRESSOR NEBULIZER,,,,,0,10,180,9.923,23,0,0,,
,HAND SANITIZER SPRAY 250ML,,NOS,,,0,10,180,0,0,0,0,,
,HAND SANITIZER SPRAY 120ML,,NOS,,,0,10,180,0,0,0,0,,
,HAND SANITIZER RONIGA 100ML,,NOS,,,0,10,180,0,0,0,0,,
,HAND SANITIZER GEL NOVELL 100ML,,NOS,,,0,10,180,0,0,0,0,,
,HAND SANITIZER GEL MEDSAN 100ML,,NOS,,,0,10,180,0,0,0,0,,
,HAND SANITIZER GEL ENERGY 500ML,,NOS,,,0,10,180,0,0,0,0,,
,HAND SANITIZER GEL 250ML,,NOS,,,0,10,180,0,0,0,0,,
,HAND SANITIZER 75ML,,NOS,,,0,10,180,0,0,0,0,,
,HAND SANITIZER 500ML,,NOS,SURGICALS,,4,10,180,0,0,0,0,,
,HAND SANITISER SPRAY 500ML,,NOS,,,0,10,180,0,0,0,0,,
,HAND SANITISER SPRAY 100ML,,NOS,,,0,10,180,0,0,0,0,,
,HAND RESTING SPLINT,,NOS,,,0,10,180,0,0,0,0,,
,HAJJ & UMRAH KIT HEMANI,,NOS,,,0,10,180,0,0,0,0,,
,HAIRGROW 5% SOLUTION 50 ML,,NOS,,,0,10,180,0,0,0,0,,
,HAIRGROW 2% SOL 50ML,,NOS,,,0,10,180,0,0,0,0,,
,HAIRGAINE 5% TOPICAL SOLUTION FOR MEN 60ML,,NOS,,,0,10,180,0,0,0,0,,
,HAIRGAINE 2% TOPICAL SOLUTION FOR WOMEN 60ML,,NOS,,,0,10,180,0,0,0,0,,
,HAIRGAINE 2% GEL 30GM,,NOS,,,0,10,180,0,0,0,0,,
,HAIR SERUM GOOD LIFE 100ML,,NOS,,,0,10,180,0,0,0,0,,
,HAIR LOSS CREAM HIMALAYA HERBALS 100ML,,NOS,,,0,10,180,0,0,0,0,,
,HAIR GROWER SORCIERE 160ML,,NOS,,,0,10,180,0,0,0,0,,
,HAIR GROW SWISS CARE ENERGISING LOTION 200ML,,NOS,,,0,10,180,0,0,0,0,,
,HAIR GROW SWISS CARE ACTIVATING SHAMPOO 200ML,,NOS,,,0,10,180,0,0,0,0,,
,HAEMOPROCT SUPPOSITORIES 10S,,PACK,,,0,10,180,0,0,0,0,STRIPS,2
,HAEMOPROCT CREAM 30GM,,NOS,,,0,10,180,0,0,0,0,,
,GYNOFLOR VAG TAB 6S,,NOS,,,0,10,180,0,0,0,0,,
,GYNOFIT VAGINAL GEL 5ML,,NOS,,,0,10,180,0,0,0,0,,
,GYNO-MIKOZOL 2% CREAM 78GM,,NOS,,,0,10,180,0,0,0,0,,
,GYNO-MIKOZAL 400MG VAGINAL OVULES 3S,,NOS,,,0,10,180,0,0,0,0,,
,GYNO-MIKAZOLE 200MG VAGINAL OVULES 7S,,NOS,,,0,10,180,0,0,0,0,,
,GYNO-CANDIZOL 200 MG CAPS 7S,,NOS,,,0,10,180,0,0,0,0,,
