"product_name","number","purchase_price","price_per_unit","sale_price","expiry_date","stock"
"OPTIPRED OPTHALMIC EYE DROPS 1% 5ML","NK0424",0.77,0.77,1.01,"09-01-2026",2
"OPTIMAL SILICONE SQUEEZE FEEDER 90ML","1000",1.521,1.521,2.575,"01-01-2029",3
"OPTIMAL SILICONE SPOUT CUP 240ML","1000",2.145,2.145,2.75,"01-01-2029",12
"OPTIMAL GLASS FEEDING BOTTLE 160ML","1000",0.936,0.936,1.8,"01-01-2029",2
"OPTIMAL BREAST PAD 30S","1000",1.226,1.226,2.2,"01-01-2029",6
"OPTIMAL BREAST MILK STORAGE BAG 30S","1000",1.81,1.81,2.9,"01-01-2029",3
"OPTILONE EYE DROPS 5ML","BN0124",0.933,0.933,1.48,"12-01-2026",3
"OPTIFUCIN VISCOUS EYE DROPS 5GM","195445",0.886,0.886,1.08,"04-01-2026",3
"OPTIFLOX OPHTHALMIC SOLUTION 5ML","BE0121",0.848,0.848,1.24,"05-01-2026",3
"OPPO SOFT ICE/WARM BAG LARGE","1000",3.811,3.811,6.1,"01-01-2029",1
"OPIZOLE CREAM 15GM","3ER021B",0.57,0.57,0.84,"12-01-2025",4
"ONETOUCH VERIO TEST STRIPS 50S","5833602",10.5,10.5,13,"05-01-2026",2
"ONETOUCH SELECT TEST STRIPS 50S","5853350",8.58,8.58,11,"06-01-2026",1
"ONETOUCH SELECT PLUS TEST STRIPS 50S","5832384",10.03,10.03,11.8,"03-01-2026",1
"ONETOUCH DELICA LANCET 100S","W22E221",3.52,3.52,4.4,"05-01-2027",1
"OMVIL 4MG TAB 10S (BULK)","124001",0.051,0.051,0.1,"02-01-2027",67
"OMVIL 2MG/5ML SYRUP 100ML","CPL25001",0.365,0.365,0.8,"02-01-2028",6
"OMOL DROPS 15ML","PRD25002",0.44,0.44,0.75,"01-01-2028",6
"OMOL COLD & FLU TAB 20S","4324001",0.645,0.645,1.1,"06-01-2027",11
"OMOL 500MG TAB 20S","224042",0.089,0.089,0.66,"10-01-2027",22
"OMOL 120MG SYRUP 100ML","PRL25001",0.38,0.38,0.66,"01-01-2028",8
"OMIZ 20MG CAPS 14S","4N2401",1.83,1.83,3.07,"10-01-2026",4.5
"OMFORMIN 500MG TAB 20S","1224043",0.15,0.15,0.51,"12-01-2027",3
"OMEZYN-20MG CAPS 15S","3DP0068",3.693,3.693,4.5,"08-01-2026",2
"OMEGAVYTE 3-6-9 SOFTGELS 90S","20220818",9.8,9.8,13.7,"12-01-2025",1
"OMEFA 1000MG CAPS 30S","OM00324",1.334,1.334,5.2,"09-01-2027",3
"OMCET SYRUP 100ML","CEL24001",0.722,0.722,1.76,"08-01-2027",5
"OMCET L 5MG TAB 20S","6625001",1.129,1.129,2.34,"01-01-2027",3
"OMCET 10MG TAB 10S","1524007",0.656,0.656,1.6,"08-01-2027",10
"OMAPRO 20MG CAPS 28S","1424009",0,0,7.41,"09-01-2027",2.285714286
"OMAFEN 400MG TAB 20S","524020",0.313,0.313,0.99,"11-01-2027",1
"OMACIP 500MG TAB 10S (BULK)","2023326",1.224,1.224,2.7,"09-01-2026",1
"OMACILLIN 500MG CAPS 10S (BULK)","324320",0.3,0.3,0.6,"07-01-2027",7
"OMACILLIN 125MG/5ML ORAL SUSP 100ML","AMS23021",0.29,0.29,0.68,"09-01-2026",3
"OMACE 5MG TAB 28S","1925001",0.915,0.915,1.45,"01-01-2028",6.5
"OMACE 10MG TAB 28S","1924312",1.56,1.56,2.39,"11-01-2027",2.5
"OLOPAT OPHTHALMIC SOLUTION 5ML","AN0140",1.658,1.658,2.02,"12-01-2025",2
"OLIVE OIL HAIR RELAXER","NL00079",1.7,1.7,2.38,"05-01-2027",1
"OLIVE OIL EAR WAX EAR DROPS 10ML","00D23011",0.433,0.433,0.75,"05-01-2026",19
"OLIGOCARE FORTE TAB 30S","698P2401X",9.326,9.326,12.5,"03-01-2026",2.6
"OLFEN-75 SR DEPOTAB 10S","23112479",0.869,0.869,1.27,"06-01-2026",6
"OLFEN-50MG TAB 20S","23088662",1.214,1.214,2.22,"05-01-2028",5
"OLFEN-100 SR DEPOCAPS 20S","24055689",2.172,2.172,3.97,"03-01-2027",5.5
"OLFEN GEL 50GM","30458",0.772,0.772,1.41,"03-01-2026",4
"OFLOX OPHTHALMIC SOLUTION 5ML","407083",1.198,1.198,1.46,"01-01-2026",2
"OFLAM GRANULES 50MG SACHETS 10S","8416",1.39,1.39,1.84,"08-01-2026",4.6
"OCEAN NASAL SPRAY 15ML","308415",2.054,2.054,2.95,"09-01-2026",5
"NUTRINIDRINK POWDER VANILLA FLAVOUR 400GM","1.11379E+12",3.569,3.569,4.297,"01-01-2026",2
"NOW MSM 1000MG VEG CAPS 120S","3336819",4,4,6.8,"01-01-2029",1
"NOW L-TYROSINE PURE POWDER 113GM","3349918",7.6,7.6,10.9,"04-01-2027",1
"NOVOTANE ULTRA EYE DROPS 10ML","11223",1.354,1.354,3.3,"12-01-2026",2
"NOVOMIX 30 FLEXPEN 100U/ML","PT6EA67",3.65,3.65,4.448,"01-01-2026",4
"NOVELL NAIL POLISH REMOVER 125ML","413482403",0.4,0.4,0.65,"03-01-2027",1
"NOVECIN 200MG TAB 10S","550M",2.374,2.374,4.05,"10-01-2027",2
"NOVALAC IT 3 800GM","167604",6.155,6.155,8.2,"03-01-2026",1
"NOVALAC IT 2 800GM","165538",6.156,6.156,8.2,"02-01-2026",2
"NOVALAC IT 2 400GM","163039",3.309,3.309,4.3,"10-01-2025",2
"NOVALAC IT 1 400GM","165556",3.309,3.309,4.3,"02-01-2026",1
"NOVALAC GENIO VANILLA 800GM","173532",5.537,5.537,7,"01-01-2027",2
"NOVALAC AR 2 400GM","168072",3.077,3.077,4,"04-01-2026",4
"NOSALINE NASAL SPRAY 15ML","SS20",1.723,1.723,2.8,"03-01-2026",11
"NOSALINE NASAL DROPS 10ML","24Z31SS",0.929,0.929,1.8,"11-01-2027",1
"NORVASC 5MG CAPS 30S","B842202",5.655,5.655,6.89,"06-01-2028",1
"NORMAL SALINE (0.9%NaCl) IV INFUSION 500ML","151417",0.41,0.41,0.5,"10-01-2029",4
"NOPAIN DS TAB 10S","4558A",0.975,0.975,1.34,"04-01-2027",8
"NOLIP 145 TAB 30S","E244573",2.95,2.95,3.9,"09-01-2027",1
"NO-URIC 300MG TAB 20S","2404965",1.334,1.334,1.84,"09-01-2027",1
"NO-URIC 100MG TAB 50S","2405749",1.231,1.231,1.95,"07-01-2027",1
"NO LICE HERBAL ANTI LICE SHAMPOO 200ML","2409005",1.538,1.538,3,"09-01-2027",5
"NIZORAL TOPICAL CREAM 30GM","NAB2T00",1.58,1.58,1.95,"08-01-2026",2
"NIZORAL SHAMPOO 100ML","PEB2L00",2.495,2.495,3.21,"04-01-2026",3
"NISITA NASAL SPRAY 20ML","23M1109A",1.337,1.337,2.9,"10-01-2026",5
"NISITA NASAL OINT 20GM","22D113B",1.872,1.872,2.4,"04-01-2026",1
"NIMED ADHESIVE DRESSING WATERPROOF 10CM X 9CM","22024",5.514,5.514,7.5,"01-01-2029",0.56
"NIDO ONE PLUS STAGE 3 400GM","4331417611",2.73,2.73,3.227,"04-01-2026",1
"NICOTEX 2MG TAB 9S","4M90642",1.958,1.958,2.2,"07-01-2026",1
"NICORETTE FRESHMINT 4MG GUM 30S","CC773",4.228,4.228,9.5,"12-01-2026",1
"NEXIUM 20MG TAB 14S","SS936",2.599,2.599,3.8,"01-01-2027",5
"NEXCARE STERI STRIP 8S","10154975",0.65,0.65,0.88,"02-01-2028",1
"NEXCARE OPTICLUDE REGULAR SIZE EYE PATCH 20S","10553139",2.62,2.62,3.509,"12-01-2028",2
"NEWGEL+ SILICONE GEL CLEAR STRIP 2.5CMX15.2CM 1S","301S132029",3.877,3.877,5.6,"11-01-2026",1
"NEWGEL E GEL 15GM","440",9,9,12,"11-01-2026",1
"NEUTROGENA SPOT CONTROLLING FACIAL WASH 200ML","1424M",3.037,3.037,4.05,"05-01-2027",1
"NEUTROGENA RETINOL BOOST NIGHT CREAM 50ML","0393V",5.145,5.145,6.86,"01-01-2026",1
"NEUTROGENA OIL BALANCING FACIAL LIME WASH 200ML","0443M",2.887,2.887,3.85,"02-01-2026",2
"NEUTROGENA HYDRO BOOST GEL CREAM 50ML","3193V",3.337,3.337,4.45,"11-01-2026",3
"NEUTROGENA FRESH AND CLEAR FACIAL WASH 200ML","0873M",3.3,3.3,4.4,"03-01-2026",1
"NEUTROGENA DEEP CLEAN GEL WASH 200ML","0504M",2.8,2.8,3.72,"02-01-2027",2
"NEURORUBINE-FORTE TAB 20S","24032863",0.76,0.76,1.08,"01-01-2026",5
"NEUROBION COATED TAB 30S","4128C60107",0.6,0.6,2.51,"03-01-2026",2.666666667
"NEUROBION AMPOULES 3ML 6S","F75111",2.42,2.42,2.95,"08-01-2026",2
"NEOVITA CAPS 30S","76702",3,3,4.5,"05-01-2026",1
"NEOMOX 250MG/5ML SUSP 100ML","MAE24001",0.695,0.695,1.1,"04-01-2027",2
"NEOMOL PLUS 250MG/5ML SUSP 100ML","PAC23002",0.41,0.41,0.65,"01-01-2026",2
"NEOMERCAZOLE 5MG TAB 100S","F5009",1.871,1.871,2.28,"02-01-2027",2
"NEOCELL SUPER COLLAGEN VIT C & BIOTIN TAB 180S","1162029",7.35,7.35,12.45,"07-01-2026",1
"NEO HEALAR SUPPOSITORIES 10S","447017",1.101,1.101,2.95,"02-01-2027",0.5
"NEO HEALAR OINTMENT 30GM","393",2.4,2.4,3.105,"10-01-2027",3
"NEBULIZER MASK ADULT","22907",0.35,0.35,0.7,"03-01-2027",5
"NEBULIZER MASK 2 IN 1 COMBO PACK","1000",0,0,1,"01-01-2029",1
"NEBULA U FINGER SPLINT NR241","1000",1.68,1.68,2.8,"01-01-2030",3
"NEBULA PREMIUM THUMB WRIST SUPPORT NR161","1000",1.607,1.607,2.5,"01-01-2030",1
"NEBULA POUCH ARM SLING NR128","1000",2.16,2.16,3.6,"01-01-2030",2
"NEBULA MALLET FINGER SPLINT NR242","1000",0.96,0.96,1.6,"01-01-2030",3
"NEBULA KNEE BRACE SHORT TYPE 12INCH NR177","1000",6.75,6.75,9,"01-01-2030",1
"NEBULA GEL TOE SPREADER 2S NG109","1000",1.543,1.543,2.4,"01-01-2030",1
"NEBULA GEL ARC SUPPORT 2S NG107","1000",3.343,3.343,5.2,"01-01-2030",3
"NEBULA ELASTIC 4 WAY CALF SUPPORT NR182","1000",1.286,1.286,2,"01-01-2030",3
"NEBULA COCCYX SEAT CUSHION GEL NG113","1000",17.25,17.25,23.5,"01-01-2030",2
"NEBULA BOX FINGER SPLINT NR247","1000",1.607,1.607,2.5,"01-01-2030",2
"NAZEX NAZAL SPRAY 15ML","87033",1.072,1.072,2.2,"03-01-2026",5
"NATROL DHEA 25MG MOOD AND STRESS TAB 180S","2089459",7,7,9.8,"06-01-2027",1
"NATRILIX SR TAB 30S","6100749",0.815,0.815,2.98,"03-01-2027",1
"NASONEX NASAL SPRAY 0.05%","B115485",4.21,4.21,5.13,"08-01-2026",1
"NAPHCON-A EYE DROPS 15ML","1750JC",1.254,1.254,1.68,"09-01-2026",4
"NAN L.F. 400 GM","L41750346AC",2.727,2.727,4.21,"12-01-2025",1
"NAN COMFORT NO 3 800GM","4301080626",6.86,6.86,7.9,"03-01-2026",2
"NAN COMFORT NO 2 400GM","4121080661",3.563,3.563,4.3,"10-01-2025",3
"NAN COMFORT NO 1 800GM","4114080621",7.331,7.331,8.4,"10-01-2025",2
"NAN COMFORT NO 1 400GM","4094080662",3.919,3.919,4.3,"10-01-2025",3
"NAN 3 OPTIPRO 800GM","40680017C1",5.95,5.95,7.5,"08-01-2025",1
"NAN 3 OPTIPRO 400GM","42920017A1",3.544,3.544,4.1,"04-01-2026",3
"NAN 2 OPTIPRO 800GM","40980017C1",7.8,7.8,8.8,"09-01-2025",2
"NAN 2 OPTIPRO 400GM","41170017A1",4.195,4.195,4.6,"10-01-2025",1
"NAN 1 OPTIPRO 800GM","41220346AB",7.818,7.818,8.8,"05-01-2026",4
"NAIL CUTTER BEAUTY TOOLS","1000",0.35,0.35,0.76,"01-01-2029",1
"MYOGESIC TAB 50S","9805",1.375,1.375,1.68,"11-01-2028",1.4
"MYDOCALM 150MG TAB 30S","4366",6.41,6.41,7.81,"06-01-2027",1.333333333
"MUSTELA VITAMIN BARRIER CREAM 50ML","S693",2.08,2.08,3.2,"03-01-2027",1
"MUSTELA STELATOPIA+ ANTI ITCHING CREAM 150ML","S278",3.9,3.9,8.5,"01-01-2027",1
"MUSTELA SOAP WITH COLD CREAM 100GM","R005",1.024,1.024,2.5,"03-01-2026",1
"MUSTELA GENTLE CLEANSING GEL 500ML","32024",3.868,3.868,5.95,"03-01-2027",1
"MUSTELA BABY OIL 100ML","42024",3.445,3.445,5.3,"04-01-2027",4
"MUSCADOL TAB 20S","7399",0.44,0.44,0.59,"09-01-2028",1.5
"MUPIROCIN BIOPHARM OINTMENT 20GM","230178",1.15,1.15,2.11,"03-01-2026",3
"MUCUM 1MG/5ML SYRUP 100ML","7715",0.336,0.336,0.41,"10-01-2026",10
"MUCOSOLVAN 30MG/5ML SYRUP 100ML","241299",1.321,1.321,1.61,"06-01-2027",4
"MUCOSOLVAN 30MG TAB 20S","250108",1.083,1.083,1.32,"01-01-2028",1
"MSTE ABSORBENT COTTON WOOL 50GM","1000",0.15,0.15,0.3,"01-01-2029",6
"MSTE ABSORBENT COTTON WOOL 500GM","1000",0.95,0.95,1.8,"01-01-2029",3
"MSTE ABSORBENT COTTON WOOL 25GM","1000",0.1,0.1,0.2,"01-01-2029",21
"MSTE ABSORBENT COTTON WOOL 100GM","1000",0.3,0.3,0.5,"01-01-2029",7
"MSTE ABSORBENT COTTON WOOL 1000GM","1000",1.8,1.8,3.4,"01-01-2029",5
"MS CAPSICUM PLASTER 1S","20210125",0.129,0.129,0.4,"01-01-2026",93
"MR TUMEE MULTI-VITAMIN GUMMIES 60S","21676",4.225,4.225,6.5,"10-01-2026",1
"MR TUMEE DHA OMEGA 3 GUMMIES 60S","21780",7.475,7.475,11.5,"12-01-2026",2
"MOXIQUIN 400MG TAB 7S","3MX001A",5,5,10.62,"02-01-2026",1
"MOXAL SUSP 200ML","9108",0.417,0.417,0.56,"01-01-2028",2
"MOXAL PLUS SUSP 100ML","9097",0.287,0.287,0.35,"01-01-2028",3
"MOVICOL ORAL SACHETS 20S","455001",2.67,2.67,3.25,"12-01-2027",1
"MOTILONE 10MG TAB 20S","3425006",0.569,0.569,1.11,"01-01-2028",5
"MOTHERS CHOICE RUSK ORGINAL 150GM","2503301",0.675,0.675,0.8,"08-01-2026",2
"MOTHERS CHOICE FINGER SHAPED BISCUITS 180GM","2433602",0.715,0.715,0.975,"11-01-2025",2
"MOTHERS CHOICE BANANA BABY BISCUITS 240GM","2433802",1.38,1.38,1.7,"12-01-2025",1
"MOTHERS CHOICE APPLE BABY BISCUITS 240GM","2503403",1.46,1.46,1.8,"02-01-2026",2
"MOSWIN MOSQUITO REPELLENT BODY SPRAY 60ML","MSH072024",1.015,1.015,2.6,"07-01-2026",2
"MOOV RAPID RELIEF SPRAY 150ML","B4075E5E",1,1,1.55,"08-01-2026",3
"MOOV RAPID RELIEF OINT 50GM","RT745",0.35,0.35,0.9,"10-01-2026",3
"MOOV RAPID RELIEF OINT 100GM","RV895",1.08,1.08,1.4,"11-01-2026",3
"MOOV HEAD LICE SHAMPOO 200ML","57561",5.319,5.319,7.5,"04-01-2027",1
"MONTAS 5MG TAB 28S","4AV002A",10.8,10.8,13.91,"02-01-2026",1.25
"MONTAS 10MG TAB 28S","4AW007B",10.2,10.2,13.91,"04-01-2026",0.75
"MOMEASY NAIL CLIPPER WITH MAGNIFIER","402",1,1,1.6,"01-01-2028",2
"MOBIC 7.5MG TABS 10S","23EO3O3",0.5,0.5,1.17,"03-01-2026",2
"MIXTARD 30 PENFILL 100IU/3ML 5S","PR70WN7",1.87,1.87,2.278,"11-01-2026",4
"MIXTARD 100 IU/ML 10ML","PT6DG11",5.392,5.392,6.57,"06-01-2026",1
"MIKOZAL 2% CREAM 30GM","6958",0.915,0.915,1.25,"07-01-2026",4
"MIKOSTAT ORAL SUSP 30ML","8262",0.9,0.9,1.1,"11-01-2026",2
"MICROGYNON 30MG TAB 21S","KT0LCAJ",0.927,0.927,1.13,"08-01-2028",15
"MICARDIS 40MG 28S","24F1211",4.982,4.982,6.07,"01-01-2028",2
"METROLAG 500MG TAB 24S","240300",1.379,1.379,2.52,"09-01-2029",2.333333333
"METROGYL DENTA GEL 20GM","PGF4015",0.46,0.46,0.56,"08-01-2027",2
"METAZ 0.1% OINTMENT 30G","1147486",1.341,1.341,1.83,"06-01-2026",2
"METAZ 0.1% CREAM 30GM","1150320",1.341,1.341,1.83,"09-01-2026",3
"MELIX 5MG TAB 100S","220302",3.553,3.553,6.06,"09-01-2027",1.9
"MEIACT 200MG TAB 20S","2CM1169",6.53,6.53,8.68,"11-01-2025",0.5
"MEDINOX MX WRIST SUPPORT","1000",1.2,1.2,2,"01-01-2029",1
"MEDINOX MX WRIST SPLINT AMBIDEXTROUS","1000",5.05,5.05,7,"01-01-2029",1
"MEDINOX MX KNEE SUPPORT","1000",1.95,1.95,3,"01-01-2029",1
"MEDINOX MX HAND SUPPORT","1000",1.7,1.7,2.5,"01-01-2029",1
"MEDINOX MX ELBOW SUPPORT","1000",1.8,1.8,2.8,"01-01-2029",3
"MEDINOX DIGITAL BATHROOM SCALE","1000",5.12,5.12,9,"01-01-2029",1
"MEDEL PULSE OXIMETER OXYGEN PO01","4920",12.665,12.665,20.5,"01-01-2028",1
"MEBO OINTMENT 30GM","4115",2.718,2.718,4.47,"01-01-2029",3
"MEBO OINTMENT 15GM","7349",1.468,1.468,2.46,"09-01-2029",5
"MEBBY MANUAL BREAST PUMP","1000",4.8,4.8,8.5,"01-01-2029",2
"MAXITROL EYE OINTMENT 3.5GM","VHL05B",0.952,0.952,1.16,"06-01-2026",2
"MAXIGESIC 500/150MG TAB 32S","AFG2038B",2.081,2.081,2.74,"10-01-2025",1
"MAXIDEX OPHTHALMIC SUSPENSION 5ML","VFH551",1.444,1.444,1.76,"02-01-2026",3
"MAVI UNDERPAD 60X90 CM 30S","20240417",2.813,2.813,4.5,"04-01-2028",3
"MAVALA SCIENTIFIQUE 5ML","261758",4.2,4.2,7,"01-01-2029",2
"MAVALA DOUBLE LASH 10ML","381238",5.7,5.7,9.5,"01-01-2029",3
"MASCULAN SENSITIVE CONDOMS 10S","PP474001",0,0,3.4,"03-01-2027",1
"MASCULAN RIBBED+DOTTED CONDOMS 10S","TP49850",1.32,1.32,3.4,"01-01-2028",1
"MASCULAN LUBRICANT GEL STRAWBERRY 75ML","ALS14100122A",1.56,1.56,2.8,"10-01-2025",6
"MASCULAN GOLD CONDOMS 10S","GV489701",2.5,2.5,5,"09-01-2027",2
"MASCULAN FRUTTI EDITION CONDOMS 10S","20K08",1.692,1.692,3.6,"10-01-2025",5
"MASCULAN DOTTED CONDOMS 10S","DP498503",1.32,1.32,3.4,"01-01-2028",3
"MASCULAN ANATOMIC CONDOMS 10S","22B11",1.321,1.321,3.4,"01-01-2027",4
"MARVELON TABS 21S","B113819",1.156,1.156,1.55,"03-01-2027",13
"MARVEL UNDERPADS 60X90CM 10S","MR0423",0.425,0.425,2.5,"04-01-2028",2
"MARVEL NON WOOVEN WOUND DRESSING 6X7 CM 50S","20210410",0.04,0.04,0.086,"04-01-2026",74
"MARVEL DIGITAL THERMOMETER","1000",0.8,0.8,1.8,"01-01-2029",1
"MARIGOLD CREAM HERBIFIT 50ML","635",2.6,2.6,3.9,"05-01-2027",1
"MAPEZ FLIES & MOSQUITOES SPRAY 100ML","23116",3.49,3.49,5,"03-01-2026",1
"MANUKA MG 500+ BIOHONEY 250GM","2404MH500",16.714,16.714,25,"04-01-2029",1
"MANUKA DOCTOR 100+ HONEY 250 GM","2010MH10",6.3,6.3,9.8,"09-01-2025",1
"MAGNESIUM PLUS TAB 30S","200824",0.41,0.41,2,"08-01-2027",3
"MAGNACEF 100MG/5ML SUSP 60ML","A264",1.61,1.61,4.12,"07-01-2026",3
"MAESTRO 50MG TAB 4S","4XX004",1.756,1.756,4.71,"01-01-2026",3
"MACROMAX 500MG TAB 3S","3824308",3.845,3.845,6.5,"02-01-2027",1
"LRP VITAMIN C PURE C10 SERUM 30ML","54X303",15.093,15.093,20.737,"03-01-2026",1
"LRP RETINOL B3 SERUM 30ML","54Y302",15,15,20.737,"03-01-2027",1
"LRP MELA B3 SERUM 30ML","54Y500",20.319,20.319,26.05,"05-01-2027",1
"LRP LIPIKAR SYNDET AP+ 200ML","54Y201",5.882,5.882,7.54,"02-01-2027",1
"LRP LIPIKAR BAUME AP+M TRIPLE ACTION BALM 200ML","54X500",9.965,9.965,13.071,"05-01-2026",1
"LRP EFFACLAR MICRO PEELING GEL 400ML","54Y505",12.381,12.381,15.873,"05-01-2027",1
"LRP EFFACLAR MAT MOISTURIZER 40ML","54Y803",5.206,5.206,7.957,"08-01-2027",2
"LRP EFFACLAR H ISOBIOME CLEANSING CREAM 200ML","54X301",8.299,8.299,10.64,"03-01-2026",1
"LRP EFFACLAR FOAMING GEL 400ML","54Y57V",7.547,7.547,11.172,"05-01-2027",1
"LRP EFFACLAR FOAMING GEL 200ML","54XN10",5.4,5.4,8.29,"11-01-2026",1
"LRP EFFACLAR DUO+ M CREAM 40ML","54X602",9.204,9.204,11.8,"06-01-2026",1
"LRP CICAPLAST BAUME B5 + 40ML","54Y506",6.55,6.55,9.029,"05-01-2027",2
"LRP ANTHELIOS UVMUNE400 SPF50 INVISIBLE FLUID 50ML","54X9RJ",6.462,6.462,10.03,"08-01-2026",3
"LRP ANTHELIOS UVMUNE400 SPF50 HYDRATING CREAM 50ML","54XD02",7.176,7.176,10.022,"12-01-2026",1
"LRP ANTHELIOS UVMUNE400 DRYTOUCH TINTED CREAM 50ML","54X103",7.7,7.7,10.266,"01-01-2026",1
"LRP ANTHELIOS UVMUNE400 DRY TOUCH CREAM 50ML","54XN05",7.85,7.85,10.903,"11-01-2026",2
"LOXTRA OPHTHALMIC EYE DROPS 5ML","BF0046",1.49,1.49,1.95,"05-01-2026",1
"LOVRAK CREAM 10GM","2244",1.912,1.912,2.33,"07-01-2027",2
"LOVIR 400MG TAB 50S","DFF1736A",11.728,11.728,14.29,"02-01-2027",1.1
"LORINE SYRUP 100ML","1155375",0.779,0.779,1.71,"04-01-2027",2
"LORINE 10MG TAB 10S","2002145",0.684,0.684,1.5,"06-01-2027",3
"LORINASE SYRUP 100ML","1150241",1.38,1.38,1.73,"10-01-2025",2
"LORATAN 10MG TAB 10S","9976",0.556,0.556,1.22,"11-01-2026",5
"LOHIST 5MG/5ML SYRUP 100ML","LRL24010",0.926,0.926,2.03,"03-01-2027",5
"LOHIST 10MG TAB 10S","2124014",0.73,0.73,1.78,"11-01-2027",17
"LOCAIN OINTMENT 30GM","3UK006A",0.69,0.69,0.97,"10-01-2026",1
"LIVOSTIN EYE DROPS 4ML","2409872A",3.192,3.192,3.89,"08-01-2026",1
"LIV-52 TAB 100S","112400589",1.12,1.12,1.44,"01-01-2027",1
"LIV-52 DS TAB 90S","112400674",1.63,1.63,2.1,"02-01-2027",2
"LIV 52 SYRUP 200ML","112401125",1.404,1.404,1.8,"03-01-2027",1
"LISTERINE TOTAL CARE GUM PROTECT MOUTHWASH 250ML","1344P",1,1,1.96,"05-01-2027",1
"LISTERINE MISWAK MOUTH WASH 250ML","3133P",1,1,2.375,"11-01-2026",1
"LIPICE SUNCARE SPF25 LIPBALM 4.8GM","T012543",0.5,0.5,1.145,"09-01-2027",6
"LIDOCAINE 5% OINTMENT 30GM","8256",0.738,0.738,0.9,"10-01-2026",2
"LICE COMB TERMINATOR","1000",0.209,0.209,1.2,"01-01-2029",4
"LEVOZIN 5MG TAB 20S","F220835",0.851,0.851,1.66,"09-01-2026",2
"LEVOX 500MG 5S","240295",1.305,1.305,3.98,"01-01-2028",2
"LEVOFLOX 500MG TAB 5S","3724313",4.4,4.4,7.9,"07-01-2027",3
"LEVAR 5MG TAB 10S","23246",0.461,0.461,0.9,"11-01-2027",3
"LAXOCODYL 5MG CHILDREN SUPPOSITORIES 10S","32",0.655,0.655,0.8,"11-01-2026",2
"LAXOCODYL 10MG ADULTS SUPPOSITORIES 10S","138",0.597,0.597,0.8,"08-01-2026",5
"LAX 5MG TAB 50S","119534",0.64,0.64,0.78,"08-01-2026",4
"LATEX EXAMINATION GLOVES MEDIUM 100S","408243006",1,1,2.3,"07-01-2029",4
"LATEX EXAMINATION GLOVES 50S","2010OR",0.75,0.75,1.5,"10-01-2025",2
"LANZOL 30MG CAPS 30S","4GD1247",0.933,0.933,3.41,"08-01-2026",7.333333333
"LANTUS SOLOSTAR 100 UNITS/ML","4F9695A",29.931,29.931,36.47,"03-01-2027",0.2
"LAMISIL CREAM 15GM","YL4J",1.9,1.9,2.9,"02-01-2027",1
"LAMISIL 1% SPRAY 30ML","H0328",3.585,3.585,5,"12-01-2026",3
"LAMIFEN 250MG TAB 14S","AH0227",6.5,6.5,8.84,"08-01-2026",2
"LAMIFEN 1% CREAM 15GM","BE0086",1.18,1.18,1.62,"05-01-2027",7
"LAFORIN ANTISEPTIC MOUTHWASH 350ML","40124",1.688,1.688,2.4,"01-01-2027",2
"L-CET 5MG TAB 20S","3XC017A",1.537,1.537,2.34,"08-01-2026",2.5
"KOOL N SOOTHE FEVER SHEET BABIES 4S","2023",1.43,1.43,2.2,"02-01-2026",1
"KOFLET COUGH SYRUP 200ML","112301641",1.5,1.5,2.2,"05-01-2026",1
"KOFLET COUGH SYRUP 100ML","112402128",0.766,0.766,1.1,"06-01-2027",2
"KLY LUBRICATING JELLY 82GM","521",0.75,0.75,2,"01-01-2027",3
"KLY LUBRICATING JELLY 42GM","469",0.93,0.93,1.6,"01-01-2026",22
"KLAVOX 625MG TAB 20S","2001361",1.17,1.17,2.11,"06-01-2027",3
"KLAVOX 375MG TAB 20S","1148634",1.161,1.161,1.98,"08-01-2026",1
"KLAVOX 1GM TAB 14S","2001966",5.05,5.05,7.14,"07-01-2027",1
"KINESIOLOGY TAPE TMAX COTTON 5CMX5M","T20240605",2.386,2.386,4.2,"06-01-2029",2
"KINESIOLOGY TAPE ALPHETA 5CMX5M","1000",1.385,1.385,3,"01-01-2029",1
"KIDS SERIES CBOK 337","1000",1.68,1.68,2.8,"01-01-2029",11
"KIDICARE PLUS SYRUP 200ML","092P2501X",1.865,1.865,2.5,"11-01-2027",1
"KETOVID SHAMPOO 2% 120ML","CD06048",1.008,1.008,2.46,"05-01-2026",2
"KETONIL SYRUP 100ML","EZ967",0.985,0.985,1.8,"12-01-2026",1
"KETOLITE SOAP 75GM","M110",1.809,1.809,2.8,"08-01-2027",2
"KETO PLUS SHAMPOO 120ML","10240446",1.695,1.695,2.7,"01-01-2026",2
"KAPRON 500MG TAB 20S","241526",1.968,1.968,2.5,"06-01-2027",1.5
"KAMINOMOTO TONIC 180ML","NT1P06A",8.405,8.405,10.775,"09-01-2027",1
"KAMINOMOTO HAIR ACCELERATOR 180ML","NA1N07B",9.263,9.263,11.875,"10-01-2026",1
"KABRITA NO 3 GOAT MILK POWDER 400GM","35339",9.06,9.06,10.07,"05-01-2026",1
"KABRITA NO 2 GOAT MILK POWDER 400GM","20781",9.06,9.06,10.07,"05-01-2026",1
"K-FLAM ORAL SACHETS 30S","111",2.156,2.156,3.94,"01-01-2026",0.033333333
"JUST FOR ME RELAXER KIT CHILDRENS SUPER","23126596",2,2,2.8,"03-01-2028",1
"JOSPAN NATURAL COUGH SYRUP 100ML","50623",0.862,0.862,2.1,"06-01-2026",8
