SL,product_name,number,expiry_date,purchase_price,price_per_unit,sale_price,stock,,,
532,DIGNITY ADULT PULL UP DIAPERS MEDIUM 10S,G23J086036,1/12/2029,2.594,2.594,4,3,,,
533,DIGNITY ADULT PULL UP DIAPERS LARGE 10S,G24A086019,1/12/2029,2.919,2.919,4.5,8,,,
534,DIGNITY UNDERPADS 60X90CM 30S,G24085330,1/12/2029,2.708,2.708,4.5,8,,,
535,DILAMUC SYRUP 100ML,1649000317,1/6/2027,1.578,1.578,2.5,12,,,
536,DILANYL SYRUP 100ML,OS77,1/1/2027,0.47,0.47,0.67,2,,,
537,DILATREND 25 MG TABLET 30S,M2188M1,1/2/2026,4.612,4.612,5.62,4,,,
538,DILATREND 6.25MG TAB 30S,M2376M1,1/6/2027,2.462,2.462,3,4,,,
539,DIMET 500MG TAB 50S,4EB026A,1/10/2027,0.587,0.587,1,3.2,,,
540,DIMET 850MG TAB 50S,4EE001C,1/4/2027,0.947,0.947,1.5,7,,,
541,DIMET G 2MG/500MG TAB 30S,4GM005A,1/8/2026,1.875,1.875,2.41,1,,,
542,DIOCLAV 1GM TAB 14S,5223631,1/11/2025,3.652,3.652,8.9,7.428571429,,,
543,DIOCLAV 625MG TAB 20S,5223351,1/6/2026,0,0,5.94,4.6,,,
544,DIOVAN 160MG TAB 28S,TFWV6,1/5/2027,3.759,3.759,4.58,2.5,,,
545,DIOVAN 80MG TAB 28S,THLD1,1/6/2027,1.715,1.715,4.18,4,,,
546,DITAMIN ANTI COLIC DROPS 10ML,24924,1/9/2027,2.85,2.85,4.5,2,,,
547,DIVIDO 75MG CAPS 20S,4TJ641,1/5/2027,1.35,1.35,2.53,11,,,
548,DIZINIL 50MG TAB 20S,6739,1/6/2026,0.496,0.496,0.68,22.5,,,
549,DOLPHI ANATOMIC COLOURED FLAVOURED CONDOMS 12S,2106TNI2677,1/6/2026,1.95,1.95,4,5,,,
550,DOLPHI ANATOMIC ULTRA THIN CONDOMS 12S,2010TNI2508,1/10/2025,1.95,1.95,3.9,8,,,
551,DOLPHI CLASSIC CONDOMS 12S,2201TN13136,1/1/2027,1.95,1.95,3.9,3,,,
552,DOLPHI RIBBED CONDOMS 12S,2112TNI2679,1/12/2026,1.95,1.95,4,4,,,
553,DOLPHI ULTRA THIN CONDOMS 12S,2112TN12996,1/12/2026,1.95,1.95,3.9,2,,,
554,DOMOTHERM VITAL PLUS NEBULIZER,BG0114,1/7/2026,19.305,19.305,33,1,,,
555,DOMPY 10MG TAB 30S,BG0114,1/7/2026,0.765,0.765,1.14,7.666666667,,,
556,DOMPY SUSP 200ML,AN0201,1/12/2025,0.788,0.788,1.44,13,,,
557,DORA 0.5MG/5ML SYRUP 15ML,2818,1/10/2025,0.925,0.925,1.27,3,,,
558,DOSFARM MANGO FLAVOUR ,703285,1/1/2027,0.415,0.415,0.9,22,,,
559,DOSFARM MINT FLAVOUR,2204,1/7/2027,0.415,0.415,0.9,24,,,
560,DOSFARM STRAWBERRY FLAVOUR ,2024,1/7/2027,0.407,0.407,0.9,9,,,
561,DOSFARM WATERMELON FLAVOUR ,2024,1/7/2027,0.407,0.407,0.9,19,,,
562,DOSTINEX 0.5MG TAB 2S,LN3448,1/6/2026,3.332,3.332,4.06,4,,,
563,DOXIPROCT OINTMENT 30GM,231046,1/11/2028,2.07,2.07,2.53,1,,,
564,DOXIPROCT PLUS OINT 20GM,231209,1/11/2028,1.665,1.665,2.03,10,,,
565,DOXYDAR 100MG CAPS 8S,8453,1/2/2028,0.62,0.62,1.21,4,,,
566,DOXYLAG 100MG CAPS 100S,240024,1/12/2026,13.476,13.476,20.58,0.5,,,
567,DR IRENA IRIS SPF50 MOISTURISING DAY CREAM 30ML,3G24C,1/7/2026,14.04,14.04,18,1,,,
568,DREZ 10% SOLUTION 100ML,HP00860,1/6/2027,0.738,0.738,1.8,7,,,
569,DREZ GARGLE MOUTH WASH 100ML,HP01262,1/8/2026,1.01,1.01,1.6,1,,,
570,DREZ OINTMENT 15GM,HP00869,1/5/2026,0.656,0.656,1.2,13,,,
571,DUCRAY KELUAL DS SHAMPOO 100ML,3SGVJ,1/12/2026,4.893,4.893,8,4,,,
572,DUCRAY KERACNYL MOUSSANT FOAMING GEL 200ML,3SG8H,1/12/2026,6.018,6.018,9,1,,,
573,DUCRAY RUBEFIANT GEL 30ML,316590,1/1/2026,6.239,6.239,8,3,,,
574,DUOLIN RESPULES 20S,4IA0225,1/10/2025,2.511,2.511,3.06,4.25,,,
575,DUOTRAV EYE DROPS 2.5ML,VEL91T,1/2/2026,6.902,6.902,8.41,1,,,
576,DUPHALAC ORAL SOLUTION 300ML,373975,1/2/2026,1.805,1.805,2.64,3,,,
577,DUPHASTON 10MG TAB 20S,373080,1/11/2028,4.686,4.686,5.71,5,,,
578,DURACAN 150MG CAPS 1S,BD0054,1/4/2026,1.6,1.6,2.76,6,,,
579,DURAPLAST CLEAR CLASSIC SPLASHPROOF STRIPS 20S,P012581,1/1/2028,0.65,0.65,1.3,6,,,
580,DURAPLAST FABRIC SPLASHPROOF ASSORTED STRIPS 20S,P012581,1/1/2028,0.768,0.768,1.3,12,,,
581,DURAPLAST PLASTIC SPLASHPROOF ASSORTED STRIPS 20S,P012581,1/1/2028,0.768,0.768,1.3,11,,,
582,DUREX FEEL THIN CONDOMS 12S,1001908652,1/8/2027,4.991,4.991,5.975,1,,,
583,DUREX FLAVOURS CONDOMS 12S,21F2368,1/10/2026,4.589,4.589,5.5,2,,,
584,DUREX INTENSE PLEASURE CONDOMS 12S,1001926573,1/9/2027,4.991,4.991,5.975,1,,,
585,DUREX REAL FEEL CONDOMS 10S,1002118833,1/6/2026,5.689,5.689,6.825,1,,,
586,DUSPATALIN 135MG TAB 50S,726501,1/1/2029,4.7,4.7,5.75,0.6,,,
587,DUSPATALIN RETARD 200MG CAPS 30S,726694,1/10/2026,4.25,4.25,5.19,2,,,
588,EAR PEIRCING CBOP 01 1.3,1000,1/1/2029,0.78,0.78,1.3,2,,,
589,EAR PEIRCING CBOP 03,1000,1/1/2029,1.17,1.17,1.95,1,,,
590,EAR PIERCING CBOP 01 1.4,1000,1/1/2029,0.84,0.84,1.4,2,,,
591,ECONAZINE CREAM 20GM,ECOIC027,1/3/2027,0.886,0.886,1.62,13,,,
592,ELASTIC CREPE BANDAGE 15CM X4.5CM MAXMED,21913,1/6/2026,0.3,0.3,0.75,18,,,
593,ELBOW CRUTCHES WITH HOLDER MARVEL ,1000,1/1/2030,2.8,2.8,7,3,,,
594,ELEGANT NOSE STRIPS 6S,1000,1/7/2026,0.761,0.761,1.6,2,,,
595,ELICA CREAM 30GM,BN0023,1/12/2027,1.15,1.15,1.65,9,,,
596,ELICA M CREAM 30GM,BN0106,1/12/2026,1.832,1.832,2.79,7,,,
597,ELICASAL OINTMENT 30GM,AN00118,1/12/2026,1.975,1.975,2.75,4,,,
598,ELMETACIN SOLUTION 50ML,13XG2A,1/5/2026,2.6,2.6,3.17,3,,,
599,ELOCOM 0.1% CREAM 30GM,B115971,1/8/2026,1.547,1.547,2.15,19,,,
600,ELOCOM 0.1% LOTION 30ML,2402801,1/2/2026,1.75,1.75,2.15,7,,,
601,ELOCOM 0.1% OINMENT 30GM,B115971,1/8/2026,1.547,1.547,2.15,24,,,
602,ELOCREPE CREPE BANDAGE 10CM X 4M,2512012,1/2/2030,0.573,0.573,1.2,11,,,
603,ELOCREPE CREPE BANDAGE 6CM X 4M,2512012,1/2/2030,0.4,0.4,0.8,10,,,
604,ELOCREPE CREPE BANDAGE 8CM X 4M,2204012,1/12/2026,0.491,0.491,1,5,,,
605,EMESET 2 MG SYRUP,5A60209,1/2/2027,2.8,2.8,3.8,10,,,
606,EMETIX TAB 20S,20424,1/4/2027,2.611,2.611,3.5,3.5,,,
607,EMIFENAC 50 DT TAB 20S,C556,1/1/2027,1.261,1.261,2.46,6,,,
608,EMILORA 10MG TAB 20S,BA51,1/1/2026,0.764,0.764,2.05,6.5,,,
609,EMLA 5% CREAM 5GM,100157,1/12/2025,1.43,1.43,1.742,3,,,
610,EMOFORM ACTIFLUOR KIDS TOOTHPASTE 75ML,B23000216,1/8/2026,1.5,1.5,1.8,3,,,
611,EMOFORM ACTIFLUOR YOUNGSTARS TOOTHPASTE 75ML,B22000808,1/4/2026,1.475,1.475,1.8,2,,,
612,EMOFORM GUM CARE TOOTH PASTE 75ML,B24000595,1/5/2028,2.5,2.5,3,2,,,
613,EMOFORM SENSITIVE TOOTH PASTE 75ML,B22000159,1/2/2026,2.5,2.5,3,3,,,
614,ENAFIX TOOTHPASTE 70GM,BEN24005,1/1/2026,1.664,1.664,2.6,6,,,
615,ENEMAX ENEMA SOLUTION 120ML,242064,1/7/2027,0.554,0.554,0.81,7,,,
616,ENHANCIN 1GM TAB 14S,DFF3389A,1/4/2026,5.55,5.55,7.19,1,,,
617,ENSURE COMPLETE VANILLA 850GM,1219684,1/1/2026,5.289,5.289,6,2,,,
618,ENSURE VANILLA 400GM,1225255,1/1/2026,3.07,3.07,3.454,1,,,
619,ENSURE VANILLA LIQUID 200ML,B14F3,1/3/2026,0.384,0.384,0.475,23,,,
620,ENTEROGERMINA 6B SACHETS 10S,31002,1/8/2026,9.3,9.3,11.56,2,,,
621,ENTEROGERMINA TAB 12S,41007,1/1/2027,5.1,5.1,6.44,3,,,
622,ENTEROLAC 5ML VIALS 10S,PJMX6,1/9/2027,2.052,2.052,2.8,9,,,
623,EPIMAG EFFERVESCENT POWDER 10S,2405003,1/6/2027,0.47,0.47,0.61,1,,,
624,EQ10 CAPS 30S,10524,1/5/2027,1.35,1.35,3.5,1,,,
625,EROS CREAM 15GM,30231,1/2/2028,1.554,1.554,2.5,14,,,
626,ETOXIB 120MG TAB 7S,V3GL02C,1/11/2026,1.162,1.162,1.7,3,,,
627,ETOXIB 90MG TAB 28S,4GK004B,1/4/2027,3.25,3.25,7.44,0.75,,,
628,EUCARBON TAB 100S,4GK004B,1/4/2027,4,4,5.445,1,,,
629,EUCARBON TAB 30S,4977A,1/10/2027,0.762,0.762,3.282,11.66666667,,,
630,EUCERIN AQUAPHOR SOOTHING SKIN BALM 40GM,30757157,1/7/2025,3.41,3.41,4.505,10,,,
631,EUCERIN DISCOUNTED TRIPLE EFFECT SERUM 40ML,30530212FQ,1/1/2026,4.758,4.758,9.05,2,,,
632,EUCERIN EVEN PIGMNT PRFCTR CLEANSING FOAM 150GM,B33414277,1/2/2026,5.96,5.96,7.64,3,,,
633,EUROMED NON WOOVEN WOUND DRESSING 10X10 CM 50S,EM5126,1/6/2028,0.044,0.044,0.1,170,,,
634,EUROMED NON WOOVEN WOUND DRESSING 10X15 CM 25S,EM529,1/9/2025,0.074,0.074,0.15,46,,,
635,EUROMED NON WOOVEN WOUND DRESSING 6X7 CM 50S,20230730,1/6/2028,0.034,0.034,0.075,66,,,
636,EUROWRAP COHESIVE BANDAGE 10CM,230303,1/4/2028,0.788,0.788,2,1,,,
637,EUTHYROX 100MCG TAB 100S,GO2D3A,1/6/2027,2.74,2.74,3.34,9.25,,,
638,EUTHYROX 150MCG TAB 100S,G02ALF,1/2/2027,3.193,3.193,3.89,2,,,
639,EUTHYROX 25MCG TAB 100S,GO2ALY,1/3/2027,1.435,1.435,1.75,8.5,,,
640,EUTHYROX 50MCG TAB 100S,GO2AYC,1/3/2027,1.879,1.879,2.29,5.5,,,
641,EVA ANTI AGEING COLLAGEN BB CREAM 50ML,OO3,1/5/2026,4.16,4.16,6.5,3,,,
642,EVA B-WHITE WHITENING NIGHT CREAM 50ML,OO5,1/4/2026,1.28,1.28,2,2,,,
643,EVA CLEANSER COLLAGEN FACIAL WASH 150ML,OO3,1/3/2026,1.92,1.92,3,10,,,
644,EVECARE CAPS 60S,112403064,1/8/2027,3.51,3.51,4.5,2,,,
645,EVIN 400 MG SOFT GELATIN CAPS 20S,1749,1/8/2027,2.7,2.7,3.5,2.5,,,
646,EVONY ADULT DIAPERS LARGE 30S,2406241001,1/6/2027,4.48,4.48,7,4,,,
647,EVONY ADULT DIAPERS MEDIUM 30S,2406282001,1/6/2027,4.55,4.55,6.5,4,,,
648,EVONY ADULT DIAPERS XL 30S,2406103001,1/6/2027,5,5,7.5,5,,,
649,EVRA TRANSDERMAL PATCH 3S,V44316AC,1/4/2026,3.299,3.299,4.02,1,,,
650,EXFORGE 10MG/160MG TAB 28S,TXU98,1/3/2026,7.148,7.148,8.71,0.5,,,
651,EXFORGE 5MG/160MG TAB 4X7S,TCFC4,1/8/2026,5.925,5.925,7.22,1.25,,,
652,EXFORGE HCT 10MG/160MG/12.5MG TAB 28S,TETY9,1/3/2026,8.445,8.445,10.29,2,,,
653,EXOFEN 120MG TAB 15S,555H,1/9/2026,0.953,0.953,1.51,13,,,
654,EXOFEN 180MG TAB 15S,841G,1/6/2026,1.12,1.12,1.73,8,,,
655,EXS EXTRA THICK CONDOMS 12S,2314,1/3/2027,1.25,1.25,3.75,4,,,
656,EXS MAGNUM LARGE CONDOMS 12S,2318,1/3/2027,1.25,1.25,3.75,12,,,
657,EXS REGULAR COMFY FIT CONDOMS 12S,2317,1/3/2027,1.25,1.25,3.75,10,,,
658,EXS SNUG CLOSER FITTING CONDOMS 12S,1914,1/9/2026,1.25,1.25,3.75,12,,,
659,EYEPAD 25S,T22031834,1/3/2027,0.081,0.081,0.168,162,,,
660,EZILAX SYRUP 300ML,4KJ293D,1/5/2027,1.496,1.496,2.37,40,,,
661,EZIPAN SYRUP 100ML,3XA2658,1/12/2026,0.82,0.82,2.2,14,,,
662,FACE MASK KIDS 50S,1111,01/04/26,0.7,0.7,1.5,6.4,,,
663,FACE MASKS CARTOON KIDS 1S,1000,1/1/2030,0.065,0.065,0.15,10,,,
664,FACE SHIELD,1000,1/1/2030,1,1,1.2,4,,,
665,FAMODAR 40MG TAB 10S,7604,1/12/2026,1.42,1.42,2.78,20,,,
666,FAMOPSIN 20MG TAB 30S,118439,1/6/2029,1.215,1.215,2.27,5,,,
667,FASHION CBOF 391,1000,1/1/2029,1.5,1.5,2.5,13,,,
668,FASHION CBOF 407,1000,1/1/2030,2.1,2.1,3.5,1,,,
669,FAST-FLAM 50MG TAB 20S,AM0048,1/11/2025,0.286,0.286,2.15,34,,,
670,FASTUM GEL 2.5% DISPENSER 100GM,2120A,1/3/2027,3.1,3.1,4.91,1,,,
671,FASTUM GEL 2.5% DISPENSER 50GM,4187A,1/4/2027,1.741,1.741,2.8,4,,,
672,FE SOFT MOUTH SPRAY 30ML,34020825,1/8/2025,0.76,0.76,1.6,6,,,
673,FEATHER FLAMINGOS FACIAL RAZOR 3S,1000,1/1/2029,0.25,0.25,1.2,12,,,
674,FEMFRESH INTIMATE SOOTHING WASH 250ML,FE4283,1/9/2027,2.048,2.048,2.926,1,,,
675,FENISTIL GEL 30GM,AC6J,1/5/2026,0.843,0.843,1.33,16,,,
676,FEROGLOBIN B12 CAPS 30S,107923AA,1/8/2026,1.199,1.199,3.91,8.5,,,
677,FEROGLOBIN B12 SYRUP 200ML,41461,1/8/2026,2.445,2.445,3.34,1,,,
678,FEROSE SYRUP 100ML,1146958,1/5/2026,1.18,1.18,1.55,4,,,
679,FEROSE TAB 30S,1146548,1/4/2026,1.55,1.55,2.08,6.666666667,,,
680,FEROSE-F TAB 30S,1148007,1/6/2026,1.2,1.2,1.65,11,,,
681,FEROSOM FORTE CAPS 20S,18424,1/7/2026,11,11,14,1.5,,,
682,FEROSOM FORTE ORAL SYRUP 200ML,13824,1/5/2026,7.9,7.9,11,1,,,
683,FEROSOM FORTE STICKS 20S,28324,1/10/2026,9,9,12,1,,,
684,FERROFOL CAPS 30S,2305141,1/1/2026,0.84,0.84,1.26,0.333333333,,,
685,FERTAB 50MG TAB 10S,3XE003A,1/5/2027,1.62,1.62,2.21,2,,,
686,FEVADOL 500MG TAB 20S,200266,1/7/2028,0.24,0.24,0.41,14,,,
687,FEVADOL SF 160MG/5ML 145ML,2002676,1/8/2028,0.637,0.637,0.87,28,,,
688,FEXA 120MG TAB 30S,4TK003A,1/4/2026,2.55,2.55,3.64,0.666666667,,,
689,FEXA 180MG TAB 30S,4TN007A,1/11/2026,3.6,3.6,5.1,2,,,
690,FEXODINE 120MG TAB 14S,4TV213,1/1/2027,0.834,0.834,1.22,1,,,
691,FEXODINE 180MG TAB 14S,3TU118,1/7/2026,1.149,1.149,1.82,9,,,
692,FINALLERG 10MG TAB 20S,1240739,1/10/2028,0.648,0.648,1.42,0.5,,,
693,FIRST AID KIT ALISMED LARGE,1000,1/1/2027,5.5,5.5,10,1,,,
694,FIRST AID KIT ALISMED MEDIUM,1000,1/1/2027,3.5,3.5,6.5,1,,,
695,FIRST AID KIT ALISMED RED BOX,1000,1/1/2029,2.65,2.65,5.8,1,,,
696,FIRST AID KIT SANITABANT,21012834,1/1/2026,2.275,2.275,4,2,,,
697,FIRST AID KIT SMALL BOX,1000,1/1/2029,2.63,2.63,4,1,,,
698,FISH BABY PACIFIERS,1000,1/1/2029,0.5,0.5,0.86,12,,,
699,FITOBALM GEL 50ML,23455,1/11/2026,2.571,2.571,4,2,,,
700,FIXIT 300MG TAB 14S,BA0396,1/1/2026,2.2,2.2,5.66,0.5,,,
701,FLAGYL 200MG/5ML SUSP 60ML,Y8HC005,1/12/2027,0.9,0.9,1.1,8,,,
702,FLAGYL 400MG TAB 14S,305940A,1/10/2026,1.57,1.57,1.92,-1,,,
703,FLATAM PLUS DROPS,D221226,1/11/2025,1.281,1.281,2.5,2,,,
704,FLAZOL 500MG TAB 20S,4KV862,1/10/2027,1.073,1.073,1.7,19.5,,,
705,FLEXI PLUS TAB 30S,FP00222,1/10/2025,3.844,3.844,6.56,11,,,
706,FLEXITOL HEEL BALM 56GM,3E350,1/5/2028,3,3,3.85,1,,,
707,FLEXITOL LIP BALM 10GM,4A365,1/1/2027,1.42,1.42,1.82,2,,,
708,FLEXITOL LIP BALM PAPAYA 10GM,3621,1/7/2026,1.59,1.59,2.175,1,,,
709,FLEXITOL SPF 50 LIPBALM 10GM,3F22,1/6/2026,1.575,1.575,2.175,2,,,
710,FLOMIST NASAL SPRAY 100DOSES 10ML,4IC057A,1/4/2026,2.9,2.9,3.56,3,,,
711,FLUCA OPTHALMIC SOLUTION 5ML,AF0280,1/6/2026,1.612,1.612,2.58,9,,,
712,FLUCAZOL 150MG CAPS 1S,4623317,1/9/2026,1.136,1.136,2.49,4,,,
713,FLUDREX SYRUP 120ML,NS754,1/12/2026,0.33,0.33,1.06,9,,,
714,FLUDREX TAB 24S,OT108,1/2/2027,0.528,0.528,1.33,45.5,,,
715,FLUORODINE TOOTH BRUSH MEDIUM,1000,1/1/2029,0.375,0.375,0.85,3,,,
716,FLUORODINE TOOTH BRUSH SOFT,1000,1/1/2029,0.375,0.375,0.85,12,,,
717,FLUSORT 50 MCG SPRAY 120 MD,12240558,1/4/2026,1.455,1.455,1.94,1,,,
718,FLUTAB SINUS TAB 20S,1145385,1/2/2026,0.53,0.53,0.84,0.5,,,
719,FLUVIR 75MG CAP 10S,2GC24719,1/11/2029,4.35,4.35,5.3,3,,,
720,FOLEY CATHETER 16,M22064,1/10/2027,0.7,0.7,1.1,1,,,
721,FOLICUM 5MG TAB 20S,119,1/12/2027,0.29,0.29,0.39,6,,,
722,FOLIKID TAB 30S,FKT24001,1/1/2026,0.487,0.487,1,2,,,
723,FOLITAB 5MG TAB 30S,PT22,1/1/2028,0.492,0.492,0.9,22.66666667,,,
724,FORACORT 200 INHALER 120DOSES,4GB1073,1/4/2026,4.38,4.38,5.34,2,,,
725,FORAMEN ADAPTA HARD DURO TOOTHBRUSH,L20135,1/1/2029,0.8,0.8,1.33,16,,,
726,FORTICEF 125MG SUSP 75ML,Z935,1/11/2026,0.85,0.85,1.42,1,,,
727,FORTUNA 7DAYS AM/PM BILL BOX,SM117,1/1/2029,0.9,0.9,1.8,4,,,
728,FORTUNA BABY NAIL CLIPPER,NZ0724,1/1/2029,0.6,0.6,1,6,,,
729,FORTUNA PILL BOX CIRCULAR,FD1151,1/1/2029,0.8,0.8,1.6,1,,,
730,FORTUNA SLIMMING BELT,TSM009BM,1/1/2029,4.875,4.875,6.5,1,,,
731,FORXIGA 10MG TAB 28S,SN204,1/10/2026,15.355,15.355,18.71,1.5,,,
732,FORXIGA 5MG TAB 28S,SL054,1/3/2026,18,18,18.71,1.5,,,
733,FREE LICE SHAMPOO 200ML,LS082401,1/7/2026,2.117,2.117,3.8,7,,,
734,FREESTYLE LITE TEST STRIPS 50S,1220823,1/1/2026,8.5,8.5,10.3,2,,,
735,FREESTYLE OPTIUM TEST STRIPS 50S,4500188718,1/1/2026,8,8,13.8,3.3,,,
736,FRESH EYE LOOK LENS SOLUTION 150ML,2012408001,1/8/2029,0.458,0.458,2,3,,,
737,FRESH ROYAL JELLY MARNYS 1000MG CAPS 30S,K8238,1/7/2026,5.375,5.375,9,1,,,
738,FRESH UP DENTAL FLOSS,1000,1/1/2030,0.5,0.5,0.8,1,,,
739,FROIKA AC LIQUID CLEANSER 200ML,43,1/2/2029,6.2,6.2,9.25,2,,,
740,FROIKA AC SAL PEPTIDE CREAM 30ML,140,1/10/2029,7.387,7.387,9.4,1,,,
741,FROIKA AC SAL WASH LIQUID CLEANSER 200ML,193,1/12/2029,6.2,6.2,9.17,3,,,
742,FROIKA ANTI SPOT SPF15 WTNG VIT C DAY CREAM 30ML,38,1/7/2029,9.33,9.33,12.25,2,,,
743,FROIKA FLAMOSIN CREAM 50ML,611,1/1/2029,5.29,5.29,7.93,1,,,
744,FROIKA HYALURONIC SILK TOUCH SPF50 CREAM 50ML,73,1/9/2028,7.78,7.78,11.97,1,,,
745,FROIKA RENUX PLUS ANTI DANDRUFF SHAMPOO 200ML,207,1/5/2029,5.95,5.95,8.77,2,,,
746,FROIKA SENSITIVE FOAMING CLEANSING GEL 200ML,75,1/2/2029,6.853,6.853,8.9,1,,,
747,FROIKA SILK TOUCH SPF50 ANTISPOT 50ML,68,1/9/2028,12,12,15.93,3,,,
748,FUCICORT CREAM 30GM,D19946,1/1/2027,3.406,3.406,4.15,3,,,
749,FUCIDIN CREAM 30GM,D19946,1/5/2027,1.85,1.85,2.48,9,,,
750,FUCIDIN H CREAM 30GM,D19353,1/4/2027,3.091,3.091,4.15,9,,,
751,FUCIDIN OINTMENT 30GM,D18582,1/4/2027,1.85,1.85,2.48,11,,,
752,FUDION 2% CREAM 15GM,4EN001B,1/1/2027,0.85,0.85,1.31,2,,,
753,FUMIC EYE DROPS 5ML,F2785,1/11/2026,1.37,1.37,1.8,4,,,
754,FUNGISAFE CREAM 15G,232853,1/7/2026,0.845,0.845,1.22,6,,,
755,FUNZOL 150MG CAPS 1S,2305067,1/4/2026,1.23,1.23,1.68,6,,,
756,FUSIBACT CREAM 15GM,BB0022,1/2/2027,0.65,0.65,0.89,11,,,
757,FUSIDERM 2% CREAM 15GM,L1149636,1/9/2026,0.7,0.7,0.99,9,,,
758,FUSIX 40MG TAB 20S,BPT94,1/2/2028,0.795,0.795,1.29,10,,,
759,FYBOGEL ORANGE SACHETS 10S,AGJ835,1/5/2027,0.825,0.825,1.01,1,,,
760,G-ZIDE MR 60MG TAB 28S,4GY009A,1/4/2027,1.67,1.67,2.2,11,,,
761,GALVUS 50MG TAB 28S,PA8904,1/5/2027,4.965,4.965,6.05,1.5,,,
762,GALVUSMET 50/1000MG TAB 60S,A01A42,1/12/2025,1.822,1.822,13.32,-0.166666667,,,
763,GALVUSMET 50/500MG TAB 60S,A013BW,1/8/2025,1.565,1.565,11.44,1.5,,,
764,GALVUSMET 50MG/850MG TAB 60S,A018XU,1/11/2025,1.708,1.708,12.49,1.166666667,,,
765,GARGAROL SUGAR FREE MOUTHWASH 180ML ,380731,1/7/2026,1.75,1.75,2.7,1,,,
766,GASEC 20 CAPS 14S,23043788,1/1/2026,2.275,2.275,3.07,5,,,
767,GASEX TAB 60S,112402789,1/8/2027,1.15,1.15,1.5,2,,,
768,GAUZE SWABS STERILE 10CM X 10.2CM 50S,202012,1/11/2025,0.145,0.145,0.175,17,,,
769,GAUZE SWABS STERILE 10X10CM 5S,20210410,1/4/2026,0.08,0.08,0.2,23,,,
770,GAUZE SWABS STERILE 5CM X 5CM 5S,230601,1/6/2028,0.06,0.06,0.1,95,,,
771,GAUZE SWABS STERILE 7.5CM X 7.5CM 5S,20210410,1/4/2026,0.07,0.07,0.15,5,,,
772,GAVISCON ADVANCE SUSP 300ML,AGV852,1/12/2002,1.791,1.791,2.4,12,,,
773,GAVISCON ADVANCE SUSP PEPPERMINT FLAVOUR 300ML,AGW156,1/12/2026,1.791,1.791,3.16,2,,,
774,GAVISCON DOUBLE ACTION 500MG CHEWABLE TAB 32S,AGT240,1/10/2026,0.354,0.354,2.28,10,,,
775,GAVISCON EXTRA STRENGTH CHEWABLE TAB 24S,AGJ158,1/4/2026,0.397,0.397,2.55,7.5,,,
776,GAVISCON ORIGINAL SUSP 200ML,AGL753,1/7/2027,0.917,0.917,1.64,16,,,
777,GENCET 5MG/5ML SYRUP 100ML,CHA22001,1/10/2025,0.756,0.756,1.29,1,,,
778,GENTADEX STERILE EYE DROPS API 10ML,EZ084,1/3/2027,0.591,0.591,0.72,8,,,
779,GENTIAN VIOLET AMEYA 60ML,2404020,1/4/2027,0.442,0.442,0.9,9,,,
780,GENU CREAM 70ML,FGE23102,1/3/2026,3.327,3.327,5.5,6,,,
781,GENUPHIL TAB 30S,2308486,1/8/2026,3.093,3.093,4.9,1,,,
782,GEVITA CAPS 30S,GV00224,1/10/2027,3,3,4.75,3,,,
783,GINCOSAN CAPS 30S,S0082802,1/2/2027,8.5,8.5,11.25,1,,,
784,GINSANA G115 CAPSULES 30S,R0322505,1/12/2026,4.225,4.225,5.825,2,,,
785,GLENCET 5MG TAB 30S,5231815,1/11/2025,1.33,1.33,1.75,0.333333333,,,
786,GLENDES 5MG TAB 30S,19243880,1/9/2026,0.898,0.898,1.75,11.66666667,,,
787,GLIM 1MG TAB 30S,1155268,1/3/2027,1.29,1.29,1.71,2.666666667,,,
788,GLIM 2MG TABS 30S,115383,1/1/2027,2.115,2.115,2.79,9,,,
789,GLIM 3MG TAB 30S,2000291,1/4/2027,2.794,2.794,3.88,1.666666667,,,
790,GLIM 4 MG TAB 30S,2000713,1/4/2027,3.391,3.391,4.57,2,,,
791,GLOBAL COOLING PATCH 4S,20220702,1/7/2025,0.738,0.738,1.8,6,,,
792,GLOBIFER CHEWABLE TAB 30S,2420117,1/8/2027,7.8,7.8,10.5,1,,,
793,GLOBIFER FORTE PLUS 40S,507210,1/5/2026,12.2,12.2,15.2,1.5,,,
794,GLOBIFER FORTE TAB 60S,56311D,1/10/2027,16.2,16.2,19.8,0.666666667,,,
795,GLOCLAV 1GM TAB 14S,Q851,1/8/2026,2.503,2.503,6.1,10,,,
796,GLOCLAV 228MG/5ML SUSP 70ML,R076,1/12/2026,0.795,0.795,1.19,33,,,
797,GLODENT TOOTHPASTE 70GM,GL24007,1/2/2027,1.577,1.577,2.3,4,,,
798,GLOMOX 500MG CAP 20S,Q701,1/4/2027,0.689,0.689,1.51,10,,,
799,GLOMOX 500MG CAPS 10S,Q093,1/1/2026,0.2,0.2,0.65,8,,,
800,GLOVIT CAPS 30S,GG1300,1/6/2027,1.949,1.949,4.75,1.5,,,
801,GLOVIT-CAL CAPLETS 30S,CG409,1/10/2025,1.733,1.733,3.8,0.666666667,,,
802,GLUCERNA VANILLA 400GM,64778NR,1/4/2026,4.561,4.561,5.2,2,,,
803,GLUCOPHAGE 1000MG TABS 30S,YX0727,1/6/2027,1.699,1.699,2.07,12,,,
804,GLUCOPHAGE 500MG TAB 50S,YX0788,1/7/2029,1.264,1.264,1.54,24.8,,,
